rating,books,movies,updated,created,text
"{'rate': 2, 'label': 'TWO'}","[{'id': None, 'metadata': {'title': 'NOLI ME TANGERE', 'pages': 'unknown'}}]","[{'id': 0, 'title': 'BEAUTY AND THE BEAST'}, {'id': 0, 'title': 'end'}]",2021-12-06T15:08:49.866+0100,2021-12-22T14:34:41.899+0100,Vereor creber ut. Advenio pel succurro.
"{'rate': 3, 'label': 'THREE'}","[{'id': None, 'metadata': {'title': 'NO HIGHWAY', 'pages': 'unknown'}}]","[{'id': 0, 'title': 'end'}, {'id': 0, 'title': 'THE SHAWSHANK REDEMPTION'}]",2021-12-13T15:47:50.472+0100,2021-12-17T20:15:03.293+0100,Creta deserunt porro. Culpa laudantium ars.
"{'rate': 4, 'label': 'FOUR'}","[{'id': None, 'metadata': {'title': 'THE LAST TEMPTATION', 'pages': 'unknown'}}]","[{'id': 0, 'title': 'end'}, {'id': 0, 'title': 'TOY STORY'}]",2021-12-19T07:30:34.385+0100,2021-12-15T20:36:49.843+0100,Adaugeo tunc eius. Currus desino comminor.
"{'rate': 2, 'label': 'TWO'}","[{'id': None, 'metadata': {'title': ""THE MONKEY'S RAINCOAT"", 'pages': 'unknown'}}]","[{'id': 0, 'title': 'end'}, {'id': 0, 'title': 'FORREST GUMP'}]",2021-12-28T15:04:08.613+0100,2021-12-25T13:33:32.781+0100,Stipes voro sum. Vester occaecati tui.
"{'rate': 2, 'label': 'TWO'}","[{'id': None, 'metadata': {'title': 'WHERE ANGELS FEAR TO TREAD', 'pages': 'unknown'}}]","[{'id': 0, 'title': 'MODERN TIMES'}, {'id': 0, 'title': 'end'}]",2021-12-14T16:40:24.046+0100,2021-12-19T21:16:27.206+0100,Cupiditate concedo sub. Quod turbo approbo.
"{'rate': 5, 'label': 'FIVE'}","[{'id': None, 'metadata': {'title': 'FAME IS THE SPUR', 'pages': 'unknown'}}]","[{'id': 0, 'title': 'SNATCH'}, {'id': 0, 'title': 'end'}]",2021-12-05T09:42:46.869+0100,2021-12-13T07:10:23.126+0100,Carbo taedium speciosus. Tardus defetiscor despirmatio.
"{'rate': 4, 'label': 'FOUR'}","[{'id': None, 'metadata': {'title': 'CARRION COMFORT', 'pages': 'unknown'}}]","[{'id': 0, 'title': 'end'}, {'id': 0, 'title': 'PRINCESS MONONOKE'}]",2021-12-24T13:15:14.955+0100,2021-12-24T22:01:38.102+0100,Varius aspernatur tabella. Dolores eligendi aut.
"{'rate': 3, 'label': 'THREE'}","[{'id': None, 'metadata': {'title': 'BURY MY HEART AT WOUNDED KNEE', 'pages': 'unknown'}}]","[{'id': 0, 'title': 'end'}, {'id': 0, 'title': 'GONE GIRL'}]",2021-12-30T22:55:12.968+0100,2021-12-27T11:23:27.698+0100,Quo celer suggero. Coniecto vulgus canto.
"{'rate': 1, 'label': 'ONE'}","[{'id': None, 'metadata': {'title': 'THE SUN ALSO RISES', 'pages': 'unknown'}}]","[{'id': 0, 'title': 'end'}, {'id': 0, 'title': 'DUNKIRK'}]",2021-12-06T07:30:28.983+0100,2021-12-04T14:20:10.558+0100,Trucido depono canonicus. Debitis ago venustas.
"{'rate': 4, 'label': 'FOUR'}","[{'id': None, 'metadata': {'title': 'FOR WHOM THE BELL TOLLS', 'pages': 'unknown'}}]","[{'id': 0, 'title': 'end'}, {'id': 0, 'title': 'FINDING NEMO'}]",2021-12-09T11:50:14.006+0100,2021-12-10T23:16:49.626+0100,Audacia cultellus et. Ambitus quaerat subnecto.
"{'rate': 4, 'label': 'FOUR'}","[{'id': None, 'metadata': {'title': 'VANITY FAIR', 'pages': 'unknown'}}]","[{'id': 0, 'title': 'STAR WARS: EPISODE III – REVENGE OF THE SITH'}, {'id': 0, 'title': 'end'}]",2021-12-12T03:07:26.151+0100,2021-12-08T13:03:14.669+0100,Conitor cultellus peccatus. Debitis textilis suus.
"{'rate': 2, 'label': 'TWO'}","[{'id': None, 'metadata': {'title': 'THE GOLDEN APPLES OF THE SUN', 'pages': 'unknown'}}]","[{'id': 0, 'title': 'end'}, {'id': 0, 'title': 'SEVEN SAMURAI'}]",2021-12-23T13:03:15.859+0100,2021-12-05T05:06:00.484+0100,Quia accipio demergo. Urbs quia sonitus.
"{'rate': 5, 'label': 'FIVE'}","[{'id': None, 'metadata': {'title': 'ALONE ON A WIDE, WIDE SEA', 'pages': 'unknown'}}]","[{'id': 0, 'title': 'end'}, {'id': 0, 'title': 'THE GODFATHER: PART II'}]",2021-12-05T05:06:41.024+0100,2021-12-06T15:50:42.006+0100,Demoror verbum admoveo. Villa compello denique.
"{'rate': 4, 'label': 'FOUR'}","[{'id': None, 'metadata': {'title': 'WHEN THE GREEN WOODS LAUGH', 'pages': 'unknown'}}]","[{'id': 0, 'title': 'THE GRAND BUDAPEST HOTEL'}, {'id': 0, 'title': 'end'}]",2021-12-27T00:58:45.616+0100,2021-12-24T18:22:25.279+0100,Cubitum cenaculum auditor. Sequi et usque.
"{'rate': 4, 'label': 'FOUR'}","[{'id': None, 'metadata': {'title': 'THE LAST TEMPTATION', 'pages': 'unknown'}}]","[{'id': 0, 'title': 'end'}, {'id': 0, 'title': 'CITY LIGHTS'}]",2021-12-11T15:11:05.643+0100,2021-12-06T04:05:45.375+0100,Abstergo vito deripio. Cruciamentum tener succurro.
"{'rate': 5, 'label': 'FIVE'}","[{'id': None, 'metadata': {'title': 'ENDLESS NIGHT', 'pages': 'unknown'}}]","[{'id': 0, 'title': 'end'}, {'id': 0, 'title': 'SPOTLIGHT'}]",2021-12-15T00:53:03.811+0100,2021-12-02T15:34:17.459+0100,Alioqui confero bos. Vado spero assentator.
"{'rate': 5, 'label': 'FIVE'}","[{'id': None, 'metadata': {'title': 'INFINITE JEST', 'pages': 'unknown'}}]","[{'id': 0, 'title': 'end'}, {'id': 0, 'title': 'COOL HAND LUKE'}]",2021-12-15T15:09:04.579+0100,2021-12-14T09:29:53.420+0100,Venio caterva delinquo. Defluo apud vae.
"{'rate': 2, 'label': 'TWO'}","[{'id': None, 'metadata': {'title': 'BUTTER IN A LORDLY DISH', 'pages': 'unknown'}}]","[{'id': 0, 'title': 'AMERICAN BEAUTY'}, {'id': 0, 'title': 'end'}]",2021-12-22T08:49:21.067+0100,2021-12-28T09:26:41.164+0100,Totam defigo uterque. Amaritudo possimus colligo.
"{'rate': 3, 'label': 'THREE'}","[{'id': None, 'metadata': {'title': 'EAST OF EDEN', 'pages': 'unknown'}}]","[{'id': 0, 'title': 'FINDING NEMO'}, {'id': 0, 'title': 'end'}]",2021-12-29T14:25:34.622+0100,2021-12-12T12:17:48.914+0100,Color sumo pecco. Audentia ex officia.
"{'rate': 1, 'label': 'ONE'}","[{'id': None, 'metadata': {'title': 'BEYOND THE MEXIQUE BAY', 'pages': 'unknown'}}]","[{'id': 0, 'title': 'GOOD WILL HUNTING'}, {'id': 0, 'title': 'end'}]",2021-12-23T03:43:31.171+0100,2021-12-10T20:09:53.756+0100,Demulceo bardus et. Bellicus et complectus.
"{'rate': 2, 'label': 'TWO'}","[{'id': None, 'metadata': {'title': 'PRECIOUS BANE', 'pages': 'unknown'}}]","[{'id': 0, 'title': 'A WEDNESDAY'}, {'id': 0, 'title': 'end'}]",2021-12-21T20:01:37.644+0100,2021-12-19T10:12:42.857+0100,Volo denique articulus. Cerno voluptates vallum.
"{'rate': 5, 'label': 'FIVE'}","[{'id': None, 'metadata': {'title': 'ALONE ON A WIDE, WIDE SEA', 'pages': 'unknown'}}]","[{'id': 0, 'title': 'end'}, {'id': 0, 'title': 'THE BIG LEBOWSKI'}]",2021-12-09T23:00:04.323+0100,2021-12-24T07:18:51.830+0100,Talus quia vacuus. Nulla tergeo tumultus.
"{'rate': 3, 'label': 'THREE'}","[{'id': None, 'metadata': {'title': ""THE MIRROR CRACK'D FROM SIDE TO SIDE"", 'pages': 'unknown'}}]","[{'id': 0, 'title': 'end'}, {'id': 0, 'title': 'THE STING'}]",2021-12-13T20:50:52.175+0100,2021-12-25T15:43:09.486+0100,Acquiro a mollitia. Thalassinus depromo hic.
"{'rate': 3, 'label': 'THREE'}","[{'id': None, 'metadata': {'title': 'THE GLORY AND THE DREAM', 'pages': 'unknown'}}]","[{'id': 0, 'title': 'end'}, {'id': 0, 'title': 'TERMINATOR 2: JUDGMENT DAY'}]",2021-12-23T08:22:09.259+0100,2021-12-04T07:56:30.214+0100,Inflammatio aut ancilla. Capillus chirographum adiuvo.
